,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
29881,4,0,181301,11,9,2,0,0,4,1,0,0,2,39,0
29882,1,4,286675,11,9,2,14,0,4,1,0,0,2,39,0
29883,1,4,233168,9,13,2,10,5,4,0,0,0,3,39,1
29884,1,4,177304,15,10,2,12,0,4,1,0,0,2,39,0
29885,3,4,336984,11,9,4,6,3,4,1,0,0,0,39,0
29886,1,6,379412,8,11,2,3,0,4,1,0,0,2,39,0
29887,0,4,180778,11,9,4,3,1,4,1,0,0,4,39,0
29888,0,4,141876,12,14,4,10,4,4,1,0,0,2,0,0
29889,0,4,228306,15,10,1,8,5,4,0,0,0,2,39,1
29890,1,4,329993,15,10,2,14,0,4,1,0,0,3,39,0
29891,2,4,247469,10,16,2,10,5,4,0,0,0,1,39,1
29892,3,4,673764,12,14,4,10,1,4,1,4,0,2,39,1
29893,0,4,155775,11,9,4,3,3,4,1,0,0,1,39,0
29894,1,4,81223,11,9,0,4,1,4,0,0,0,3,39,0
29895,2,4,236021,15,10,4,4,1,4,1,0,0,3,39,0
29896,1,7,103371,8,11,4,1,4,4,0,0,0,2,39,0
29897,0,4,199480,0,6,4,6,3,4,1,0,0,1,39,0
29898,3,4,152657,0,6,2,3,0,2,1,0,0,2,39,0
29899,2,1,460214,15,10,2,1,0,4,1,0,0,2,39,1
29900,2,4,91039,12,14,2,4,0,4,1,0,0,4,39,1
29901,2,4,197372,11,9,2,3,0,4,1,0,0,3,39,1
29902,4,0,267198,14,15,2,0,0,4,1,0,0,0,39,0
29903,1,7,111883,15,10,4,10,1,4,1,0,0,2,39,0
29904,0,4,66917,1,7,2,5,3,4,1,0,0,2,26,0
29905,0,4,292583,11,9,4,8,3,4,0,0,0,1,39,0
29906,0,4,391679,11,9,4,12,2,4,1,0,0,3,39,0
29907,1,4,475324,9,13,2,4,0,4,1,0,0,2,39,0
29908,1,6,218164,11,9,2,3,0,4,1,0,0,2,39,0
29909,2,6,101534,15,10,2,4,0,4,1,0,3,0,39,1
29910,2,1,65706,15,10,0,4,4,4,0,0,0,2,39,0
29911,3,6,156606,15,10,2,4,5,4,0,0,0,1,39,0
29912,0,4,200967,11,9,0,8,3,4,0,0,0,0,39,0
29913,1,2,164493,15,10,4,1,3,4,0,0,0,0,39,0
29914,1,4,547886,9,13,5,4,4,2,0,0,0,2,39,0
29915,3,4,232145,11,9,0,7,1,4,1,0,0,2,39,0
29916,2,4,96421,9,13,0,10,4,4,0,0,0,1,28,0
29917,1,4,554206,15,10,4,13,1,2,1,0,0,2,30,0
29918,3,2,234143,12,14,2,4,0,2,1,0,0,2,39,1
29919,0,4,380544,15,10,2,1,0,4,1,0,0,2,39,1
29920,2,2,103886,15,10,0,6,1,4,1,0,0,3,39,0
29921,3,7,54709,11,9,0,1,4,4,0,0,0,3,39,0
29922,1,4,276548,11,9,2,12,5,4,0,0,0,0,39,0
29923,3,2,176046,12,14,2,10,5,4,0,0,4,2,39,0
29924,2,4,114605,11,9,2,5,0,4,1,0,0,2,39,0
29925,2,4,323713,11,9,2,7,0,4,1,0,0,2,39,0
29926,2,6,261382,15,10,2,14,0,4,1,0,0,2,39,0
29927,2,4,223548,5,4,2,6,0,4,1,0,0,1,26,0
29928,3,6,355978,10,16,2,14,0,4,1,0,3,2,39,0
29929,2,4,107218,9,13,2,4,0,1,1,0,0,2,39,0
29930,1,6,31717,11,9,2,3,0,4,1,0,0,2,39,0
29931,3,4,328947,15,10,6,1,1,4,0,0,0,2,39,0
29932,3,4,148431,11,9,2,3,0,4,1,0,0,2,39,0
29933,3,4,121602,9,13,2,4,0,4,1,0,0,2,39,0
29934,4,4,244087,10,16,2,10,0,4,1,4,0,3,39,1
29935,1,4,83425,15,10,4,1,4,4,0,0,0,2,39,0
29936,1,4,157308,1,7,2,6,5,1,0,1,0,0,30,0
29937,0,4,57898,15,10,4,5,1,4,1,0,0,1,39,0
29938,2,7,175304,15,10,0,12,1,4,0,0,0,2,39,0
29939,4,5,102663,5,4,2,4,0,4,1,0,0,3,39,0
29940,0,4,99175,1,7,4,8,1,4,0,0,0,0,39,0
29941,2,4,208358,15,10,2,3,0,4,1,0,0,2,39,1
29942,4,4,361561,14,15,2,10,0,4,1,0,0,0,39,0
29943,0,4,215115,9,13,4,1,1,4,0,0,0,2,39,0
29944,2,1,207066,11,9,2,4,0,4,1,0,0,2,39,1
29945,2,1,160910,11,9,2,3,0,4,1,0,0,2,39,0
29946,2,4,64879,15,10,0,12,1,4,0,0,0,2,39,0
29947,2,4,430035,6,5,2,5,0,4,1,0,0,3,26,0
29948,2,7,74163,9,13,4,10,1,4,0,0,0,2,39,0
29949,2,5,98389,11,9,2,4,0,4,1,0,0,3,39,1
29950,0,4,386019,6,5,4,5,4,4,1,0,0,4,39,0
29951,0,4,112795,0,6,4,8,3,4,0,0,0,0,39,0
29952,3,4,332465,9,13,2,10,0,4,1,0,0,1,39,0
29953,0,4,38611,1,7,4,1,3,4,0,0,0,1,39,0
29954,3,4,368797,12,14,2,4,0,4,1,0,3,3,39,1
29955,1,4,24106,15,10,2,4,0,4,1,0,0,2,39,1
29956,4,0,108683,15,10,2,0,5,4,0,0,0,0,39,1
29957,1,6,241998,9,13,2,3,0,4,1,0,0,2,39,0
29958,3,4,312446,9,13,2,4,0,4,1,0,0,3,39,1
29959,2,4,69333,11,9,2,7,0,4,1,0,0,3,39,0
29960,2,4,172538,12,14,4,10,3,4,1,0,0,2,39,0
29961,0,4,275884,11,9,5,8,4,2,0,0,0,2,39,0
29962,2,4,43479,15,10,2,14,0,4,1,0,0,3,39,0
29963,1,4,199864,15,10,2,1,5,4,0,0,3,2,39,0
29964,4,4,235197,11,9,4,1,1,4,0,0,0,2,39,0
29965,2,4,170376,11,9,2,3,0,4,1,0,0,2,39,1
29966,0,4,325179,15,10,4,10,3,4,1,0,0,3,39,0
29967,0,0,351195,6,5,4,0,2,4,1,0,2,1,8,0
29968,1,4,141841,11,9,4,8,3,2,1,0,0,2,39,0
29969,3,4,207817,11,9,4,8,1,4,0,0,0,1,4,0
29970,0,4,137974,15,10,4,8,3,4,0,0,0,1,39,0
29971,4,5,161325,7,12,2,12,0,4,1,0,2,3,39,1
29972,3,4,293623,1,7,2,3,0,4,1,0,0,2,6,0
29973,0,4,37783,15,10,4,8,1,4,0,0,0,1,39,0
29974,2,1,308027,9,13,0,4,1,2,0,0,0,2,39,0
29975,2,6,149218,9,13,2,5,0,4,1,0,0,4,39,0
29976,2,2,374450,11,9,2,14,5,4,0,2,0,2,39,1
29977,2,2,61885,12,14,2,10,0,4,1,0,0,2,39,1
29978,1,7,291196,9,13,4,10,1,2,1,0,0,2,39,0
29979,2,4,45366,11,9,2,3,0,4,1,0,0,4,39,1
29980,0,4,203027,11,9,4,5,1,4,1,0,0,3,39,0
29981,3,5,223752,9,13,2,4,0,4,1,3,0,2,0,1
29982,0,4,132680,0,6,4,8,3,4,0,0,2,0,39,0
29983,3,4,155574,11,9,2,10,0,4,1,0,0,2,39,1
29984,1,7,193565,12,14,4,13,1,4,1,0,0,2,39,0
29985,3,6,123598,11,9,4,3,1,4,1,0,0,1,39,0
29986,2,4,456236,12,14,2,1,0,4,1,0,0,2,39,0
29987,3,4,163229,11,9,0,3,1,4,1,0,0,3,39,0
29988,1,2,419740,9,13,4,10,1,4,1,0,0,3,39,0
29989,2,2,118853,15,10,2,13,0,4,1,2,0,4,39,1
29990,1,4,31449,7,12,0,7,4,0,0,0,0,2,39,0
29991,1,4,204163,15,10,0,7,4,2,0,0,0,3,39,0
29992,0,4,177629,1,7,4,12,3,4,0,0,0,0,39,0
29993,0,4,186370,11,9,2,6,0,4,1,0,0,2,39,0
29994,2,4,188307,11,9,0,3,4,4,0,0,0,2,39,0
29995,1,4,55481,12,14,4,13,4,4,1,0,0,2,27,0
29996,3,4,119471,8,11,2,8,0,1,1,0,0,3,30,1
29997,4,2,167347,15,10,2,1,0,4,1,0,0,1,39,0
29998,2,4,184378,11,9,5,3,1,4,1,0,0,2,39,0
29999,2,4,348960,11,9,4,13,1,4,1,0,0,3,39,0
30000,0,2,69640,15,10,4,11,1,4,1,0,0,2,39,0
30001,1,4,297457,11,9,4,1,3,2,1,0,0,2,39,0
30002,0,4,279593,1,7,4,10,3,4,0,0,0,0,39,0
30003,0,4,211968,15,10,4,10,3,4,0,0,0,0,39,0
30004,0,4,194561,15,10,4,8,3,4,1,0,0,0,39,0
30005,0,4,140414,11,9,2,3,0,4,1,0,0,2,39,0
30006,2,7,24763,12,14,2,10,0,4,1,0,2,2,39,1
30007,2,7,462832,15,10,2,4,5,2,0,0,0,2,38,0
30008,2,4,48972,15,10,0,1,4,4,0,0,0,2,39,0
30009,1,6,35032,9,13,4,4,1,4,1,0,0,3,39,0
30010,3,4,228583,15,10,2,3,0,4,1,0,0,2,0,0
30011,3,4,392668,10,16,2,4,0,4,1,4,0,4,39,1
30012,1,4,108140,9,13,2,4,0,4,1,0,0,2,39,1
30013,2,7,112497,9,13,2,11,0,4,1,0,0,3,39,0
30014,3,1,142581,15,10,2,1,0,2,1,0,0,2,39,1
30015,1,4,147982,1,7,0,3,1,4,0,0,0,2,39,0
30016,1,7,440129,15,10,0,11,1,4,1,0,0,2,39,1
30017,3,4,200734,15,10,0,1,4,2,0,0,0,1,38,0
30018,3,4,31807,15,10,4,4,4,4,0,0,0,2,39,0
30019,0,4,166153,11,9,4,12,3,4,0,0,0,1,39,0
30020,2,5,212954,15,10,2,5,0,4,1,0,0,3,39,0
30021,3,4,52291,9,13,2,10,0,4,1,3,0,2,39,1
30022,4,6,303588,15,10,2,13,0,4,1,0,0,0,39,0
30023,0,4,96176,15,10,4,1,3,4,0,0,0,0,39,0
30024,3,4,184632,8,11,2,3,0,4,1,0,0,3,39,0
30025,0,4,137618,15,10,4,14,3,4,1,0,0,1,39,0
30026,0,4,160029,1,7,4,8,2,4,0,0,0,1,39,0
30027,2,4,178780,15,10,2,4,0,4,1,0,0,3,39,1
30028,0,4,39756,15,10,4,8,3,4,0,0,0,0,39,0
30029,2,4,35309,11,9,2,3,0,4,1,0,0,2,39,0
30030,3,4,117253,11,9,6,10,4,4,0,0,0,2,39,0
30031,2,2,303212,9,13,2,10,0,4,1,0,0,2,39,1
30032,0,4,214542,15,10,4,3,3,4,1,0,0,3,2,0
30033,1,4,342019,7,12,2,10,0,4,1,0,0,2,39,0
30034,4,4,126668,8,11,2,10,0,4,1,2,0,3,39,1
30035,1,4,401508,11,9,4,8,4,2,0,0,0,2,39,0
30036,2,4,25005,9,13,2,10,0,4,1,4,0,4,39,1
30037,1,6,85708,11,9,2,3,0,4,1,0,0,2,39,0
30038,1,4,115677,7,12,4,1,3,4,1,0,0,1,39,0
30039,0,4,144259,11,9,4,3,3,2,1,0,0,3,39,0
30040,0,4,197583,9,13,4,12,1,4,0,0,0,0,39,0
30041,0,7,142766,15,10,4,4,3,4,1,0,0,2,39,0
30042,4,0,132626,15,10,2,0,0,4,1,0,0,0,39,0
30043,1,5,185621,9,13,4,4,1,4,0,0,0,3,39,1
30044,3,2,29887,11,9,2,4,0,4,1,0,0,3,39,0
30045,2,4,117381,11,9,2,7,0,4,1,0,0,2,39,0
30046,1,4,211482,9,13,2,12,0,4,1,0,0,2,39,0
30047,1,1,90653,11,9,4,4,4,4,0,0,1,2,39,0
30048,3,4,209535,11,9,0,14,1,4,1,0,0,2,39,0
30049,4,1,187873,12,14,0,1,4,4,0,0,0,2,39,0
30050,0,4,174732,15,10,4,8,3,2,1,0,0,1,39,0
30051,2,4,297847,11,9,4,8,1,2,0,0,3,2,39,0
30052,4,4,110213,11,9,6,1,1,4,0,0,0,2,39,1
30053,1,4,162601,11,9,0,1,4,4,0,0,0,2,39,0
30054,2,4,108438,0,6,5,7,4,2,0,0,0,2,39,0
30055,2,5,132222,11,9,2,4,0,4,1,0,0,2,39,0
30056,0,4,174394,11,9,4,8,3,4,0,0,0,0,39,0
30057,4,6,322789,11,9,2,5,0,0,1,0,0,1,39,0
30058,3,1,72436,11,9,2,4,0,4,1,0,0,3,39,1
30059,1,0,60726,11,9,4,0,3,2,1,0,0,2,39,0
30060,0,4,190273,2,8,4,8,3,4,1,0,0,1,39,0
30061,1,0,393376,1,7,4,0,1,4,0,0,0,2,39,0
30062,1,4,140571,8,11,0,13,4,2,0,0,0,2,39,0
30063,1,4,584790,8,11,2,8,0,4,1,0,0,2,39,1
30064,0,4,197666,15,10,4,1,1,4,0,0,0,1,12,0
30065,2,4,245090,15,10,2,3,0,4,1,1,0,3,8,0
30066,2,4,192569,14,15,0,10,1,4,0,0,0,2,39,1
30067,1,2,158291,9,13,4,3,1,4,1,3,0,2,39,1
30068,0,0,113915,11,9,4,0,3,2,1,0,0,0,39,0
30069,2,2,287658,12,14,0,10,1,2,1,0,0,2,23,0
30070,0,4,192455,11,9,4,1,4,4,0,0,0,2,39,0
30071,2,4,317040,8,11,0,1,4,2,0,0,0,3,39,0
30072,2,4,218689,12,14,2,12,0,4,1,0,3,3,39,1
30073,0,4,116626,1,7,4,6,3,4,1,0,2,0,39,0
30074,1,1,48458,15,10,4,1,3,2,0,0,0,2,39,0
30075,1,6,241469,6,5,2,3,0,4,1,1,0,1,39,0
30076,1,4,167990,12,14,4,4,1,4,1,4,0,2,39,1
30077,2,4,261929,9,13,2,4,0,4,1,3,0,2,39,1
30078,3,4,425804,15,10,4,4,1,4,0,0,0,2,39,1
30079,2,4,33394,9,13,2,12,0,4,1,0,2,1,39,1
30080,4,4,72812,0,6,4,8,1,4,1,0,0,2,39,0
30081,2,4,89040,8,11,2,8,0,4,1,0,0,2,39,0
30082,4,2,164518,11,9,6,1,1,4,0,0,0,2,39,0
30083,3,4,182740,11,9,0,10,4,4,1,0,0,2,39,0
30084,3,4,361875,15,10,0,4,1,4,0,0,0,3,39,0
30085,0,4,197130,11,9,4,12,3,4,0,0,0,1,39,0
30086,1,4,340335,9,13,4,1,1,4,0,0,0,2,39,0
30087,1,4,293984,0,6,2,3,3,2,1,0,0,2,39,0
30088,4,7,261584,9,13,4,4,1,2,0,0,0,2,28,0
30089,0,4,170302,11,9,4,5,2,4,1,0,0,3,39,0
30090,2,4,481987,12,14,2,13,0,4,1,0,0,0,39,1
30091,1,4,88449,11,9,2,3,0,4,1,0,0,2,39,0
30092,4,6,261897,0,6,6,5,4,4,1,0,0,0,39,0
30093,4,4,250552,11,9,2,8,0,4,1,0,0,2,39,1
30094,4,4,88513,11,9,2,12,0,4,1,0,0,0,39,0
30095,2,4,168293,12,14,0,4,4,4,0,0,0,2,39,0
30096,1,4,283921,11,9,2,14,0,4,1,0,0,3,39,0
30097,1,4,407043,11,9,2,1,0,2,1,0,0,2,39,0
30098,2,4,63745,8,11,4,1,1,4,0,0,0,2,39,0
30099,4,4,49893,12,14,2,10,0,4,1,0,0,3,39,1
30100,2,4,241962,1,7,2,3,0,4,1,0,0,3,39,0
30101,1,4,338416,0,6,0,7,1,2,1,0,0,3,39,0
30102,0,0,212888,1,7,2,0,5,4,0,0,0,3,39,0
30103,4,1,310320,9,13,2,13,0,4,1,0,0,3,39,1
30104,3,4,359972,9,13,2,4,0,4,1,0,2,2,39,1
30105,3,4,64643,11,9,4,5,1,4,1,0,0,3,0,0
30106,4,4,125000,9,13,2,1,0,4,1,0,0,2,39,1
30107,1,4,286675,15,10,4,4,1,4,1,0,0,3,39,0
30108,0,4,165532,15,10,4,12,3,4,1,0,0,0,39,0
30109,3,4,349986,8,11,3,10,1,4,1,0,0,2,39,0
30110,3,4,213140,9,13,2,10,0,4,1,0,0,2,0,1
30111,2,1,219155,14,15,2,10,0,4,1,0,0,3,19,1
30112,1,4,183612,11,9,2,14,0,4,1,0,0,0,39,0
30113,1,4,391114,11,9,4,6,3,4,1,0,0,2,39,0
30114,3,4,219632,4,3,3,7,2,4,1,0,0,2,26,0
30115,3,5,320124,11,9,2,4,5,0,0,4,0,2,39,1
30116,2,4,799281,11,9,0,1,4,4,0,0,0,2,39,0
30117,2,4,657397,11,9,2,7,0,4,1,0,0,2,26,0
30118,1,7,373432,9,13,2,10,0,4,1,2,0,3,39,1
30119,3,4,168660,1,7,2,6,0,4,1,0,0,2,39,0
30120,2,4,191149,15,10,0,1,4,4,0,0,0,3,39,0
30121,2,4,356824,11,9,5,13,4,4,0,0,0,2,39,0
30122,0,4,191782,1,7,4,7,3,2,0,0,0,2,39,0
30123,4,6,29859,5,4,2,5,0,4,1,3,0,3,39,1
30124,3,4,204226,11,9,0,12,1,4,1,0,0,2,39,0
30125,2,2,246862,15,10,0,13,1,4,0,1,0,2,39,0
30126,1,4,496526,11,9,4,1,1,4,0,0,0,2,39,0
30127,1,4,426431,12,14,4,10,1,4,1,4,0,2,39,1
30128,1,4,84154,9,13,2,12,0,4,1,0,0,3,39,0
30129,2,1,45937,7,12,2,4,5,4,0,0,0,2,39,1
30130,1,4,130021,11,9,2,7,0,4,1,0,0,2,39,0
30131,1,4,63021,15,10,0,12,1,4,0,0,0,1,39,0
30132,0,4,367306,15,10,4,1,3,4,0,0,0,2,39,0
30133,2,4,65624,11,9,0,4,1,4,1,0,0,2,39,0
30134,2,6,144928,11,9,4,5,1,4,1,0,0,3,39,0
30135,0,4,117747,15,10,4,3,2,1,0,0,0,2,40,0
30136,0,4,266681,1,7,4,8,3,4,1,0,0,0,39,0
30137,1,4,152035,11,9,4,1,1,4,0,0,0,2,39,0
30138,2,4,190023,11,9,2,14,0,4,1,0,0,3,39,1
30139,2,4,233130,11,9,0,12,1,4,1,0,0,0,39,0
30140,0,4,149637,15,10,4,1,1,4,0,0,0,1,39,0
30141,4,1,224277,15,10,6,11,1,4,0,0,0,2,39,0
30142,1,4,121559,11,9,2,3,0,4,1,0,0,2,39,0
30143,3,6,230951,9,13,2,4,0,4,1,0,0,2,39,1
30144,0,4,345285,1,7,4,12,3,4,0,0,0,0,39,0
30145,4,6,28367,11,9,2,12,0,4,1,0,0,3,39,0
30146,2,4,320744,11,9,4,3,1,4,1,1,0,3,39,0
30147,1,4,243773,6,5,4,8,4,4,0,0,0,0,39,0
30148,4,4,151474,6,5,0,12,4,4,0,0,0,2,39,0
30149,3,4,135465,9,13,2,4,0,4,1,0,0,3,39,1
30150,0,4,210781,9,13,4,1,3,4,0,0,0,1,39,0
30151,2,2,359001,15,10,2,11,0,4,1,0,0,3,39,0
30152,3,4,119471,10,16,2,10,0,1,1,0,0,2,19,1
30153,1,4,226396,11,9,2,8,5,4,0,0,0,1,39,0
30154,1,4,283122,15,10,2,13,0,4,1,0,0,2,39,0
30155,2,6,326400,11,9,2,14,0,4,1,0,0,1,39,0
30156,1,0,169186,11,9,2,0,0,4,1,0,0,0,39,0
30157,4,4,158752,12,14,2,4,5,4,0,0,0,3,39,0
30158,1,0,208406,11,9,4,0,1,4,1,0,0,1,39,0
30159,2,4,96741,7,12,0,12,4,4,1,0,0,2,39,0
30160,2,7,255191,11,9,4,8,1,4,1,0,0,2,39,0
30161,1,4,177733,6,5,5,7,4,4,0,0,0,1,6,0
30162,3,7,137815,2,8,4,8,3,4,1,2,0,2,39,0
30163,2,0,187203,8,11,0,0,3,4,1,0,0,3,39,0
30164,2,4,168515,8,11,0,10,1,4,0,0,0,2,39,0
30165,1,4,122672,11,9,2,5,0,4,1,0,0,3,39,0
30166,0,4,195199,11,9,4,10,3,4,0,0,0,1,39,0
30167,4,2,179813,0,6,2,14,0,4,1,0,0,0,39,0
30168,1,4,178623,7,12,4,12,1,2,0,0,0,3,38,0
30169,3,4,41890,11,9,2,3,0,4,1,0,0,2,39,0
30170,2,4,373050,2,8,2,8,0,4,1,0,0,2,0,0
30171,2,4,80430,11,9,0,8,1,4,0,0,0,2,39,0
30172,1,4,198613,11,9,2,1,0,4,1,0,0,1,39,0
30173,0,4,330571,9,13,2,10,5,4,0,0,0,2,39,0
30174,1,4,209205,9,13,4,10,1,4,1,0,0,3,39,1
30175,0,4,132243,7,12,4,8,3,4,0,0,0,0,39,0
30176,2,6,237670,8,11,0,4,1,4,1,0,0,1,39,0
30177,0,4,193586,11,9,4,12,1,4,0,0,0,1,39,0
30178,4,6,197353,11,9,2,3,0,4,1,0,2,2,39,0
30179,0,6,74538,15,10,4,13,1,4,1,0,0,1,39,0
30180,2,4,89718,15,10,2,14,0,4,1,0,0,2,39,0
30181,1,4,93169,15,10,0,8,4,2,0,0,0,2,39,0
30182,4,6,292915,9,13,2,4,0,4,1,0,2,0,39,1
30183,2,4,328570,15,10,0,7,4,2,0,0,0,2,39,0
30184,0,4,312157,15,10,4,10,1,4,0,0,0,2,39,0
30185,2,4,193459,1,7,2,6,0,4,1,0,0,2,39,0
30186,0,4,236804,1,7,2,8,0,4,1,0,0,2,39,0
30187,1,4,126223,11,9,5,7,4,2,0,0,0,2,39,0
30188,3,7,172281,9,13,2,4,0,4,1,0,0,1,39,1
30189,4,4,153894,9,13,4,12,4,4,0,0,0,2,29,0
30190,1,4,331395,15,10,4,4,1,4,1,0,0,3,39,0
30191,4,6,92472,0,6,3,5,1,4,1,1,0,2,39,0
30192,1,4,318647,9,13,2,4,0,4,1,0,0,3,39,1
30193,0,4,332931,15,10,4,8,3,4,0,0,0,2,39,0
30194,4,5,76212,11,9,2,14,0,4,1,0,0,3,39,1
30195,1,4,301168,15,10,4,3,1,4,1,0,0,2,22,0
30196,0,4,440969,15,10,4,8,3,4,0,0,0,1,39,0
30197,1,4,154950,14,15,4,10,1,4,1,0,0,2,39,0
30198,0,4,218343,7,12,4,12,3,4,0,0,0,2,39,0
30199,0,4,239577,15,10,4,1,3,4,1,0,0,2,39,0
30200,2,4,247936,11,9,2,8,5,1,0,0,0,0,36,0
30201,4,2,203525,5,4,2,3,0,4,1,1,0,2,39,0
30202,0,4,182342,11,9,4,6,1,4,1,0,0,2,39,0
30203,2,4,25649,15,10,2,14,0,4,1,2,0,3,39,1
30204,1,4,243569,1,7,2,6,0,4,1,2,0,2,39,0
30205,2,4,187870,14,15,2,10,0,4,1,0,4,4,39,1
30206,0,0,289116,15,10,4,0,3,4,0,0,0,0,39,0
30207,1,4,487330,15,10,2,7,0,4,1,0,0,1,39,0
30208,0,0,34019,0,6,4,0,3,4,1,0,0,0,39,0
30209,0,0,250541,1,7,4,0,3,2,1,0,0,0,39,0
30210,0,6,318987,8,11,2,5,0,4,1,0,0,2,39,0
30211,4,6,140558,11,9,2,12,0,4,1,0,0,2,39,0
30212,4,2,303455,12,14,6,10,4,4,0,2,0,3,39,1
30213,2,6,76855,15,10,0,4,4,4,0,0,0,2,39,0
30214,3,4,308764,15,10,0,4,4,4,0,0,0,2,39,0
30215,3,1,339905,15,10,2,4,0,4,1,0,0,2,39,1
30216,3,4,227856,9,13,2,4,0,4,1,2,0,3,39,1
30217,3,4,156430,9,13,2,10,0,4,1,0,0,2,39,1
30218,2,0,98265,11,9,0,0,1,4,0,0,0,2,39,0
30219,4,4,116640,15,10,2,10,0,4,1,1,0,0,39,0
30220,2,4,187167,15,10,0,4,1,4,0,0,0,2,39,0
30221,1,4,184078,2,8,0,7,1,4,0,0,0,2,39,0
30222,2,4,108140,9,13,0,13,2,4,1,0,0,2,39,0
30223,2,4,150533,15,10,5,3,1,4,1,0,2,3,39,0
30224,3,6,313702,11,9,4,12,1,4,1,0,0,2,39,0
30225,0,4,39803,15,10,4,8,3,4,1,0,2,2,39,0
30226,0,4,252752,15,10,4,14,1,4,0,0,0,2,39,0
30227,3,4,111700,15,10,0,12,2,4,0,0,0,0,39,1
30228,2,4,361842,11,9,6,3,1,4,0,0,0,2,39,0
30229,0,4,231438,1,7,4,1,3,4,0,0,0,0,39,0
30230,0,4,178469,11,9,4,8,3,1,0,0,0,0,0,0
30231,4,2,116620,12,14,2,10,0,4,1,0,0,1,39,0
30232,1,4,112212,11,9,2,1,0,4,1,0,1,2,39,0
30233,4,6,109101,15,10,2,4,0,4,1,0,0,0,39,0
30234,4,1,72998,1,7,0,3,1,2,0,4,0,2,39,1
30235,2,4,147265,12,14,2,10,0,4,1,0,0,2,39,1
30236,0,7,314645,7,12,4,1,1,4,0,0,0,1,39,0
30237,0,4,444554,11,9,4,6,3,4,1,0,0,3,39,0
30238,1,4,129629,8,11,4,13,2,4,0,0,0,2,39,0
30239,1,4,106761,9,13,2,12,0,4,1,0,0,2,39,1
30240,0,4,189924,11,9,4,12,3,4,0,0,0,1,39,0
30241,1,4,311194,1,7,4,12,4,2,0,0,0,0,39,0
30242,3,6,89737,15,10,2,3,0,4,1,0,0,3,39,0
30243,3,4,49298,11,9,0,12,1,4,1,0,0,3,39,0
30244,3,5,190333,14,15,2,10,0,4,1,4,0,3,39,1
30245,0,4,251923,1,7,4,12,3,4,0,0,0,0,39,0
30246,3,2,298445,14,15,2,10,5,4,0,0,3,3,39,1
30247,1,4,180284,15,10,2,6,0,4,1,0,0,3,39,0
30248,3,4,154342,12,14,2,10,0,4,1,3,0,2,39,1
30249,4,7,68658,15,10,2,4,0,4,1,0,0,2,39,1
30250,4,4,203783,11,9,6,1,4,4,0,0,0,0,39,0
30251,0,4,250037,15,10,4,5,1,4,0,0,0,3,39,0
30252,1,4,158688,15,10,2,14,0,4,1,0,0,2,39,0
30253,2,4,214781,12,14,2,4,0,4,1,0,0,2,39,0
30254,4,1,404023,11,9,0,4,1,4,1,4,0,2,39,1
30255,4,7,109015,2,8,0,8,4,4,0,0,0,2,39,0
30256,0,4,194630,9,13,4,12,1,4,1,0,0,2,39,0
30257,0,4,239375,9,13,4,7,3,4,1,0,0,2,39,0
30258,3,4,35576,15,10,2,12,0,4,1,0,4,3,39,1
30259,2,1,363630,11,9,2,1,0,2,1,3,0,3,39,1
30260,1,6,182926,12,14,4,10,1,4,1,0,0,2,39,0
30261,0,4,117222,15,10,4,13,3,4,1,0,0,0,39,0
30262,1,4,110643,15,10,4,4,1,4,1,0,0,3,39,0
30263,4,6,170217,11,9,2,5,0,4,1,0,0,2,39,0
30264,1,4,193285,11,9,2,6,0,4,1,0,0,2,39,0
30265,1,4,161075,11,9,4,3,4,4,1,0,0,2,39,0
30266,4,4,322691,12,14,2,10,0,4,1,0,0,3,39,1
30267,0,4,229431,15,10,4,10,3,4,1,0,0,0,39,0
30268,4,0,106282,6,5,6,0,1,4,0,0,0,2,39,0
30269,1,4,105694,11,9,2,6,0,4,1,0,0,2,39,0
30270,0,4,199883,15,10,2,3,0,4,1,0,0,3,39,0
30271,2,7,100800,12,14,0,10,1,4,1,0,0,1,39,0
30272,0,4,256278,5,4,2,6,2,3,0,0,0,1,8,0
30273,1,4,156464,11,9,2,12,0,4,1,0,3,3,39,1
30274,3,5,129525,11,9,4,12,2,4,1,0,0,2,0,0
30275,0,4,285013,11,9,4,12,3,4,1,0,0,0,39,0
30276,1,4,248911,15,10,4,4,3,4,0,0,0,2,0,0
30277,1,0,369386,15,10,2,0,5,4,0,2,0,2,39,1
30278,2,4,219902,11,9,5,14,4,2,0,0,0,1,39,0
30279,1,4,375482,9,13,4,10,1,4,1,0,0,3,9,0
30280,0,4,169124,11,9,2,14,0,4,1,0,0,2,39,0
30281,1,4,183000,14,15,4,13,1,4,1,0,0,3,39,0
30282,1,4,28053,9,13,3,1,1,4,0,0,0,1,39,0
30283,1,4,242984,11,9,2,4,0,4,1,0,2,2,39,1
30284,4,7,132055,11,9,2,4,0,4,1,0,2,2,39,1
30285,2,4,212894,4,3,2,6,0,4,1,0,0,2,13,0
30286,4,4,223975,5,4,2,10,0,4,1,0,0,0,39,0
30287,4,4,357788,11,9,2,3,0,2,1,0,0,2,39,0
30288,2,4,406811,11,9,5,4,4,4,0,0,0,2,2,0
30289,0,4,154422,9,13,4,4,3,1,0,0,0,2,30,0
